season,team,league,player,country,position,date_birth,minutes_playing,minutes_per_match_playing,goals,assist,goals_minus_pk,pk,pk_attemp,yellow_card,red_card
2013,Paris S-G,Ligue 1,Mamadou Sakho,FRA,DF,1990,2139,23.8,1,0,1,0,0,3,1
2013,Paris S-G,Ligue 1,Thiago Silva,BRA,DF,1984,1899,21.1,0,0,0,0,0,2,1
2013,Paris S-G,Ligue 1,Salvatore Sirigu,ITA,GK,1987,2927,32.5,0,0,0,0,0,2,0
2013,Paris S-G,Ligue 1,Mohamed Sissoko,MLI,MF,1985,98,1.1,0,0,0,0,0,2,0
2013,Paris S-G,Ligue 1,Siaka Tiéné,CIV,DF,1982,180,2,0,0,0,0,0,0,0
2013,Paris S-G,Ligue 1,Marco Verratti,ITA,MF,1992,1766,19.6,0,3,0,0,0,11,1
2013,Parma,Serie A,Afriyie Acquah,GHA,MF,1992,540,6,0,0,0,0,0,3,0
2013,Parma,Serie A,Amauri,ITA,FW,1980,2263,25.1,10,4,9,1,1,3,0
2013,Parma,Serie A,Álvaro Ampuero,PER,"DF,MF",1992,298,3.3,0,0,0,0,0,1,0
2013,Parma,Serie A,Pavol Bajza,SVK,GK,1991,50,0.6,0,0,0,0,0,0,0
2013,Parma,Serie A,Ishak Belfodil,ALG,"FW,MF",1992,2003,22.3,8,4,8,0,1,3,1
2013,Parma,Serie A,Yohan Benalouane,TUN,DF,1987,1474,16.4,1,0,1,0,0,8,1
2013,Parma,Serie A,Jonathan Biabiany,FRA,"FW,MF",1988,2618,29.1,2,5,2,0,0,6,0
2013,Parma,Serie A,Filippo Boniperti,ITA,MF,1991,8,0.1,0,0,0,0,0,0,0
2013,Parma,Serie A,Alberto Cerri,ITA,FW,1996,16,0.2,0,0,0,0,0,0,0
2013,Parma,Serie A,Andrea Coda,ITA,DF,1985,471,5.2,0,0,0,0,0,0,0
2013,Parma,Serie A,Ignacio Fideleff,ARG,DF,1989,10,0.1,0,0,0,0,0,0,0
2013,Parma,Serie A,Daniele Galloppa,ITA,MF,1985,674,7.5,1,1,1,0,0,4,0
2013,Parma,Serie A,Massimo Gobbi,ITA,"DF,MF",1980,2943,32.7,1,1,1,0,0,4,0
2013,Parma,Serie A,Alessandro Lucarelli,ITA,DF,1977,2735,30.4,1,0,1,0,0,12,0
2013,Parma,Serie A,Marco Marchionni,ITA,MF,1980,2253,25,1,2,1,0,0,8,0
2013,Parma,Serie A,McDonald Mariga,KEN,MF,1987,30,0.3,0,0,0,0,0,0,0
2013,Parma,Serie A,Djamel Mesbah,ALG,"DF,MF",1984,406,4.5,0,0,0,0,0,1,0
2013,Parma,Serie A,Antonio Mirante,ITA,GK,1983,2883,32,0,0,0,0,0,5,0
2013,Parma,Serie A,Stefano Morrone,ITA,MF,1978,88,1,0,0,0,0,0,0,0
2013,Parma,Serie A,Gianluca Musacci,ITA,MF,1987,371,4.1,0,1,0,0,0,0,0
2013,Parma,Serie A,Sotiris Ninis,GRE,"FW,MF",1990,589,6.5,0,2,0,0,0,2,0
2013,Parma,Serie A,Dorlan Pabón,COL,"FW,MF",1988,477,5.3,0,0,0,0,0,0,0
2013,Parma,Serie A,Gabriel Paletta,ITA,DF,1986,3087,34.3,1,1,1,0,0,8,0
2013,Parma,Serie A,Raffaele Palladino,ITA,"FW,MF",1984,204,2.3,1,1,1,0,0,1,0
2013,Parma,Serie A,Marco Parolo,ITA,MF,1985,2999,33.3,3,2,3,0,0,10,0
2013,Parma,Serie A,Nicola Pavarini,ITA,GK,1974,487,5.4,0,0,0,0,0,1,0
2013,Parma,Serie A,Graziano Pellè,ITA,FW,1985,10,0.1,0,0,0,0,0,0,0
2013,Parma,Serie A,Aleandro Rosi,ITA,"DF,MF",1987,1959,21.8,3,0,3,0,0,6,1
2013,Parma,Serie A,Nicola Sansone,ITA,"FW,MF",1991,1566,17.4,6,2,6,0,0,3,0
2013,Parma,Serie A,Fabiano Santacroce,ITA,DF,1986,397,4.4,0,0,0,0,0,2,0
2013,Parma,Serie A,Rodney Strasser,SLE,MF,1990,27,0.3,0,0,0,0,0,1,0
2013,Parma,Serie A,Jaime Valdés,CHI,"FW,MF",1981,2403,26.7,4,2,2,2,3,14,0
2013,Parma,Serie A,Cristian Zaccardo,ITA,DF,1981,1251,13.9,1,1,1,0,0,3,0
2013,Pescara,Serie A,Elvis Abbruscato,ITA,FW,1981,1148,12.8,2,0,2,0,0,1,0
2013,Pescara,Serie A,Antonio Balzano,ITA,DF,1986,2079,23.1,0,0,0,0,0,8,0
2013,Pescara,Serie A,Nicolás Bianchi Arce,ARG,DF,1987,539,6,0,0,0,0,0,2,0
2013,Pescara,Serie A,Birkir Bjarnason,ISL,MF,1988,1619,18,2,0,2,0,0,4,0
2013,Pescara,Serie A,Manuele Blasi,ITA,MF,1980,817,9.1,0,0,0,0,0,8,0
2013,Pescara,Serie A,Antonio Bocchetti,ITA,DF,1980,2045,22.7,0,0,0,0,0,1,1
2013,Pescara,Serie A,Gianluca Caprari,ITA,"FW,MF",1993,1280,14.2,2,0,2,0,0,1,0
2013,Pescara,Serie A,Marco Capuano,ITA,DF,1991,2123,23.6,0,0,0,0,0,3,1
2013,Pescara,Serie A,Milton Caraglio,ARG,FW,1988,262,2.9,0,0,0,0,0,0,0
2013,Pescara,Serie A,Emmanuel Cascione,ITA,MF,1983,2197,24.4,2,0,2,0,0,5,0
2013,Pescara,Serie A,Giovanbattista Catalano,ITA,MF,1994,27,0.3,0,0,0,0,0,0,0
2013,Pescara,Serie A,Mervan Çelik,SWE,"FW,MF",1990,1201,13.3,4,0,4,0,0,4,0
2013,Pescara,Serie A,Giuseppe Colucci,ITA,MF,1980,782,8.7,0,2,0,0,0,3,0
2013,Pescara,Serie A,Uroš Ćosić,SRB,DF,1992,1642,18.2,0,0,0,0,0,2,0
2013,Pescara,Serie A,Gaetano D'Agostino,ITA,MF,1982,469,5.2,2,1,1,1,1,2,0
2013,Pescara,Serie A,Federico Di Francesco,ITA,"FW,MF",1994,471,5.2,0,0,0,0,0,2,0
2013,Pescara,Serie A,Marco Iannascoli,ITA,MF,1994,10,0.1,0,0,0,0,0,0,0
2013,Pescara,Serie A,Jonathas,BRA,FW,1989,619,6.9,1,0,1,0,0,3,0
2013,Pescara,Serie A,Per Krøldrup,DEN,DF,1979,410,4.6,0,0,0,0,0,0,0
2013,Pescara,Serie A,Matti Lund Nielsen,DEN,MF,1988,1321,14.7,0,2,0,0,0,1,0
2013,Pescara,Serie A,Andrea Mancini,ITA,FW,1996,16,0.2,0,0,0,0,0,0,0
2013,Pescara,Serie A,David Mbodj Mbaye,SEN,DF,1994,7,0.1,0,NA,0,0,NA,0,0
2013,Pescara,Serie A,Francesco Modesto,ITA,"DF,MF",1982,1607,17.9,0,0,0,0,0,5,0
2013,Pescara,Serie A,Ivan Pelizzoli,ITA,GK,1980,900,10,0,0,0,0,0,0,0
2013,Pescara,Serie A,Mattia Perin,ITA,GK,1992,2520,28,0,0,0,0,0,0,1
2013,Pescara,Serie A,Juan Quintero,COL,"FW,MF",1993,1020,11.3,1,2,1,0,0,3,0
2013,Pescara,Serie A,Giuseppe Rizzo,ITA,MF,1991,910,10.1,0,0,0,0,0,3,1
2013,Pescara,Serie A,Simone Romagnoli,ITA,DF,1990,543,6,0,0,0,0,0,1,1
2013,Pescara,Serie A,Eugênio Rômulo Togni,BRA,MF,1982,1393,15.5,2,1,2,0,0,6,0
2013,Pescara,Serie A,Giuseppe Sculli,ITA,"FW,MF",1981,667,7.4,1,1,1,0,0,5,0
2013,Pescara,Serie A,Ferdinando Sforzini,ITA,FW,1984,803,8.9,0,0,0,0,0,1,0
2013,Pescara,Serie A,Danilo Soddimo,ITA,MF,1987,18,0.2,0,0,0,0,0,1,0
2013,Pescara,Serie A,Christian Terlizzi,ITA,DF,1979,897,10,2,0,2,0,0,2,1
2013,Pescara,Serie A,Marco Vittiglio,ITA,,1994,22,0.2,1,NA,1,0,NA,0,0
2013,Pescara,Serie A,Ante Vukušić,CRO,"DF,FW",1991,1101,12.2,1,0,1,0,1,1,0
2013,Pescara,Serie A,Vladimír Weiss,SVK,"FW,MF",1989,1445,16.1,4,4,3,1,1,7,2
2013,Pescara,Serie A,Damiano Zanon,ITA,DF,1983,1874,20.8,0,2,0,0,0,8,1
2013,Pescara,Serie A,Luciano Zauri,ITA,DF,1978,603,6.7,0,0,0,0,0,2,0
2013,Pescara,Serie A,Marco Vittiglio,,,NA,23,0.3,1,0,1,0,0,0,0
2013,QPR,Premier League,Tal Ben Haim,ISR,DF,1982,197,2.2,0,0,0,0,0,0,0
2013,QPR,Premier League,José Bosingwa,POR,DF,1982,1825,20.3,0,1,0,0,0,2,0
2013,QPR,Premier League,Jay Bothroyd,ENG,FW,1982,238,2.6,1,0,1,0,0,1,0
2013,QPR,Premier League,Júlio César,BRA,GK,1979,2098,23.3,0,0,0,0,0,0,0
2013,QPR,Premier League,Djibril Cissé,FRA,FW,1981,1111,12.3,3,0,3,0,1,0,0
2013,QPR,Premier League,Shaun Derry,ENG,MF,1977,1085,12.1,0,0,0,0,0,3,0
2013,QPR,Premier League,Samba Diakité,MLI,MF,1989,934,10.4,0,1,0,0,0,5,1
2013,QPR,Premier League,Kieron Dyer,ENG,MF,1978,198,2.2,0,0,0,0,0,1,0
2013,QPR,Premier League,Fábio,BRA,DF,1990,1137,12.6,0,0,0,0,0,3,0
2013,QPR,Premier League,Alejandro Faurlín,ARG,MF,1986,777,8.6,0,2,0,0,0,0,0
2013,QPR,Premier League,Anton Ferdinand,ENG,DF,1985,915,10.2,0,0,0,0,0,2,0
2013,QPR,Premier League,Esteban Granero,ESP,MF,1987,1660,18.4,1,1,1,0,0,7,0
2013,QPR,Premier League,Robert Green,ENG,GK,1980,1322,14.7,0,0,0,0,0,0,0
2013,QPR,Premier League,Michael Harriman,IRL,"DF,MF",1992,90,1,0,0,0,0,0,0,0
2013,QPR,Premier League,Clint Hill,ENG,DF,1978,2628,29.2,0,1,0,0,0,8,0
2013,QPR,Premier League,Junior Hoilett,CAN,"FW,MF",1990,1456,16.2,1,1,1,0,0,1,0
2013,QPR,Premier League,Jermaine Jenas,ENG,MF,1983,813,9,2,0,2,0,0,1,0
2013,QPR,Premier League,Park Ji-sung,KOR,MF,1981,1341,14.9,0,3,0,0,0,1,0
2013,QPR,Premier League,Andrew Johnson,ENG,FW,1981,135,1.5,0,0,0,0,0,0,0
2013,QPR,Premier League,Jamie Mackie,SCO,"FW,MF",1985,1713,19,2,0,2,0,0,2,0
2013,QPR,Premier League,Stéphane Mbia,CMR,"DF,MF",1986,2412,26.8,0,3,0,0,0,9,1
2013,QPR,Premier League,Ryan Nelsen,NZL,DF,1977,1882,20.9,1,0,1,0,0,0,0
2013,QPR,Premier League,Nedum Onuoha,ENG,DF,1986,1617,18,0,0,0,0,0,0,0
2013,QPR,Premier League,Loïc Rémy,FRA,FW,1987,1140,12.7,6,0,5,1,2,1,0
2013,QPR,Premier League,Christopher Samba,CGO,DF,1984,900,10,0,0,0,0,0,2,0
2013,QPR,Premier League,Adel Taarabt,MAR,"FW,MF",1989,2243,24.9,5,4,5,0,1,5,0
2013,QPR,Premier League,Andros Townsend,ENG,"FW,MF",1991,1016,11.3,2,1,2,0,0,2,0
2013,QPR,Premier League,Armand Traoré,SEN,"DF,MF",1989,2089,23.2,0,0,0,0,0,3,0
2013,QPR,Premier League,Shaun Wright-Phillips,ENG,"FW,MF",1981,1245,13.8,1,1,1,0,0,0,0
2013,QPR,Premier League,Bobby Zamora,ENG,FW,1981,1308,14.5,4,1,4,0,0,1,1
2013,Rayo Vallecano,La Liga,Mohammed Abu,GHA,"FW,MF",1991,56,0.6,0,0,0,0,0,0,0
2013,Rayo Vallecano,La Liga,Jordi Amat,IDN,DF,1992,2193,24.4,1,0,1,0,0,12,0
2013,Rayo Vallecano,La Liga,Manuel Arana,ESP,MF,1984,17,0.2,0,0,0,0,0,0,0
2013,Rayo Vallecano,La Liga,Anaitz Arbilla,ESP,DF,1987,788,8.8,0,0,0,0,0,1,0
2013,Rayo Vallecano,La Liga,Lass Bangoura,GUI,"FW,MF",1992,1772,19.7,3,5,3,0,0,6,0
2013,Rayo Vallecano,La Liga,Léo Baptistão,BRA,"FW,MF",1992,2238,24.9,7,7,7,0,0,5,0
2013,Rayo Vallecano,La Liga,Nicki Bille Nielsen,DEN,FW,1988,397,4.4,0,0,0,0,0,1,0
2013,Rayo Vallecano,La Liga,José Carlos,ESP,"FW,MF",1987,2118,23.5,2,1,2,0,0,4,0
2013,Rayo Vallecano,La Liga,David Cobeño,ESP,GK,1982,695,7.7,0,0,0,0,0,1,0
2013,Rayo Vallecano,La Liga,Andrija Delibašić,MNE,FW,1981,1284,14.3,6,1,6,0,0,6,0
2013,Rayo Vallecano,La Liga,Chori Domínguez,ARG,"FW,MF",1981,2695,29.9,5,4,3,2,2,12,0
2013,Rayo Vallecano,La Liga,Javi Fuego,ESP,MF,1984,3209,35.7,0,1,0,0,0,14,0
2013,Rayo Vallecano,La Liga,Álex Gálvez,ESP,"DF,MF",1989,2246,25,0,0,0,0,0,12,1
2013,Rayo Vallecano,La Liga,Dani Giménez,ESP,GK,1983,111,1.2,0,0,0,0,0,0,0
2013,Rayo Vallecano,La Liga,Isaac Gómez,ESP,MF,1995,8,0.1,0,0,0,0,0,0,0
2013,Rayo Vallecano,La Liga,Adrián González,ESP,MF,1988,806,9,0,1,0,0,0,5,0
2013,Rayo Vallecano,La Liga,Jordi,ESP,DF,1987,1183,13.1,0,0,0,0,0,5,0
2013,Rayo Vallecano,La Liga,Mikel Labaka,ESP,DF,1980,648,7.2,0,0,0,0,0,4,1
2013,Rayo Vallecano,La Liga,José Manuel Casado,ESP,DF,1986,2270,25.2,0,4,0,0,0,12,1
2013,Rayo Vallecano,La Liga,Nacho,ESP,DF,1989,753,8.4,1,0,1,0,0,3,0
2013,Rayo Vallecano,La Liga,Alberto Perea,ESP,"FW,MF",1990,142,1.6,0,0,0,0,0,0,0
2013,Rayo Vallecano,La Liga,Piti,ESP,"FW,MF",1981,2808,31.2,18,2,13,5,5,9,0
2013,Rayo Vallecano,La Liga,Rubén Ramiro,ESP,FW,1993,29,0.3,0,0,0,0,0,0,0
2013,Rayo Vallecano,La Liga,Rodri,ESP,DF,1984,211,2.3,0,0,0,0,0,2,0
2013,Rayo Vallecano,La Liga,Rubén,ESP,GK,1984,2614,29,0,0,0,0,0,8,1
2013,Rayo Vallecano,La Liga,Raúl Tamudo,ESP,FW,1977,63,0.7,1,0,1,0,0,0,0
2013,Rayo Vallecano,La Liga,Tito,ESP,DF,1985,2744,30.5,1,0,1,0,0,9,0
2013,Rayo Vallecano,La Liga,Roberto Trashorras,ESP,MF,1981,2727,30.3,1,4,1,0,0,6,0
2013,Rayo Vallecano,La Liga,Franco Vázquez,ARG,"FW,MF",1989,748,8.3,3,0,3,0,0,2,0
2013,Reading,Premier League,Hope Akpan,NGA,MF,1991,471,5.2,0,3,0,0,0,0,0
2013,Reading,Premier League,Nick Blackman,BRB,"FW,MF",1989,394,4.4,0,1,0,0,0,2,0
2013,Reading,Premier League,Daniel Carriço,POR,"DF,MF",1988,89,1,0,0,0,0,0,0,0
2013,Reading,Premier League,Shaun Cummings,JAM,DF,1989,810,9,0,0,0,0,0,1,0
2013,Reading,Premier League,Adam Federici,AUS,GK,1985,1890,21,0,0,0,0,0,0,0
2013,Reading,Premier League,Kaspars Gorkšs,LVA,DF,1981,1260,14,1,0,1,0,0,2,0
2013,Reading,Premier League,Chris Gunter,WAL,"DF,MF",1989,1789,19.9,0,0,0,0,0,1,0
2013,Reading,Premier League,Danny Guthrie,ENG,MF,1987,1614,17.9,1,1,1,0,0,4,0
2013,Reading,Premier League,Ian Harte,IRL,DF,1977,1360,15.1,0,3,0,0,0,1,0
2013,Reading,Premier League,Noel Hunt,IRL,"FW,MF",1982,960,10.7,2,0,2,0,0,4,0
2013,Reading,Premier League,Jem Karacan,TUR,MF,1989,1595,17.7,1,1,1,0,0,2,0
2013,Reading,Premier League,Jimmy Kébé,MLI,MF,1984,1332,14.8,5,1,5,0,0,1,0
2013,Reading,Premier League,Stephen Kelly,IRL,DF,1983,1422,15.8,0,0,0,0,0,2,0
2013,Reading,Premier League,Adam le Fondre,ENG,FW,1986,1514,16.8,12,1,9,3,3,3,0
2013,Reading,Premier League,Mikele Leigertwood,ATG,"DF,MF",1982,2645,29.4,1,0,1,0,0,3,0
2013,Reading,Premier League,Adrian Mariappa,JAM,DF,1986,2610,29,1,0,1,0,0,5,0
2013,Reading,Premier League,Jobi McAnuff,JAM,MF,1981,3266,36.3,0,7,0,0,0,5,0
2013,Reading,Premier League,Alex McCarthy,ENG,GK,1989,1170,13,0,0,0,0,0,0,0
2013,Reading,Premier League,Garath McCleary,JAM,"FW,MF",1987,1580,17.6,3,2,3,0,0,0,0
2013,Reading,Premier League,Sean Morrison,ENG,DF,1991,1327,14.7,2,0,2,0,0,0,0
2013,Reading,Premier League,Alex Pearce,IRL,"DF,MF",1988,1646,18.3,0,1,0,0,0,1,0
2013,Reading,Premier League,Pavel Pogrebnyak,RUS,FW,1983,2016,22.4,5,0,5,0,0,4,1
2013,Reading,Premier League,Jason Roberts,GRN,FW,1978,705,7.8,0,1,0,0,0,2,0
2013,Reading,Premier League,Hal Robson-Kanu,WAL,"FW,MF",1989,1280,14.2,7,1,6,1,1,0,0
2013,Reading,Premier League,Dominic Samuel,ENG,"FW,MF",1994,19,0.2,0,0,0,0,0,0,0
2013,Reading,Premier League,Nicky Shorey,ENG,"DF,MF",1981,1445,16.1,0,4,0,0,0,0,0
2013,Reading,Premier League,Jay Tabb,IRL,MF,1984,1016,11.3,0,1,0,0,0,2,0
2013,Reading,Premier League,Stuart Taylor,ENG,GK,1980,360,4,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Antonio Adán,ESP,GK,1987,186,2.1,0,0,0,0,0,0,1
2013,Real Madrid,La Liga,Raúl Albiol,ESP,DF,1985,1380,15.3,1,0,1,0,0,6,0
2013,Real Madrid,La Liga,Xabi Alonso,ESP,MF,1981,2149,23.9,0,5,0,0,1,11,0
2013,Real Madrid,La Liga,Álvaro Arbeloa,ESP,DF,1983,2070,23,0,2,0,0,0,7,0
2013,Real Madrid,La Liga,Karim Benzema,FRA,FW,1987,1770,19.7,11,12,11,0,0,0,0
2013,Real Madrid,La Liga,José Callejón,ESP,"FW,MF",1987,1402,15.6,3,3,3,0,0,1,0
2013,Real Madrid,La Liga,Ricardo Carvalho,POR,DF,1978,810,9,0,1,0,0,0,2,0
2013,Real Madrid,La Liga,Casemiro,BRA,MF,1992,90,1,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Iker Casillas,ESP,GK,1981,1703,18.9,0,0,0,0,0,1,0
2013,Real Madrid,La Liga,Fábio Coentrão,POR,DF,1988,1375,15.3,1,1,1,0,0,2,0
2013,Real Madrid,La Liga,Ángel Di María,ARG,"FW,MF",1988,1964,21.8,7,9,7,0,0,4,1
2013,Real Madrid,La Liga,Lassana Diarra,FRA,MF,1985,117,1.3,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Michael Essien,GHA,"DF,MF",1982,1691,18.8,2,0,2,0,0,4,0
2013,Real Madrid,La Liga,Fabinho,BRA,"DF,MF",1993,16,0.2,0,1,0,0,0,0,0
2013,Real Madrid,La Liga,Gonzalo Higuaín,ARG,"FW,MF",1987,1746,19.4,16,5,16,0,0,4,1
2013,Real Madrid,La Liga,Jesús,ESP,GK,1988,90,1,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Kaká,BRA,"FW,MF",1982,954,10.6,3,2,2,1,1,2,1
2013,Real Madrid,La Liga,Sami Khedira,GER,MF,1987,1747,19.4,3,2,3,0,0,5,0
2013,Real Madrid,La Liga,Diego Llorente,ESP,DF,1993,4,0,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Diego López,ESP,GK,1981,1440,16,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Marcelo,BRA,"DF,MF",1988,1059,11.8,0,0,0,0,0,2,0
2013,Real Madrid,La Liga,Omar Mascarell,EQG,MF,1993,11,0.1,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Luka Modrić,CRO,MF,1985,2179,24.2,3,3,3,0,0,8,0
2013,Real Madrid,La Liga,Álvaro Morata,ESP,FW,1992,418,4.6,2,1,2,0,0,3,0
2013,Real Madrid,La Liga,Nacho,ESP,DF,1990,559,6.2,0,0,0,0,0,1,0
2013,Real Madrid,La Liga,Mesut Özil,GER,MF,1988,2035,22.6,9,13,9,0,0,5,0
2013,Real Madrid,La Liga,Pepe,POR,"DF,MF",1983,2347,26.1,1,1,0,1,1,7,0
2013,Real Madrid,La Liga,Sergio Ramos,ESP,DF,1986,2267,25.2,4,0,4,0,0,9,1
2013,Real Madrid,La Liga,José Rodríguez,ESP,MF,1994,2,0,0,0,0,0,0,0,0
2013,Real Madrid,La Liga,Cristiano Ronaldo,POR,"FW,MF",1985,2716,30.2,34,10,28,6,7,9,0
2013,Real Madrid,La Liga,Raphaël Varane,FRA,"DF,MF",1993,1125,12.5,0,0,0,0,0,0,0
2013,Real Sociedad,La Liga,Imanol Agirretxe,ESP,FW,1987,2060,22.9,13,6,13,0,0,2,0
2013,Real Sociedad,La Liga,José Ángel,ESP,"DF,MF",1989,248,2.8,0,0,0,0,0,2,0
2013,Real Sociedad,La Liga,Ion Ansotegi,ESP,DF,1982,371,4.1,0,1,0,0,0,4,0
2013,Real Sociedad,La Liga,Markel Bergara,ESP,MF,1986,2357,26.2,0,0,0,0,0,8,1
2013,Real Sociedad,La Liga,Claudio Bravo,CHI,GK,1983,2790,31,0,0,0,0,0,0,0
2013,Real Sociedad,La Liga,Liassine Cadamuro,ALG,DF,1988,194,2.2,0,0,0,0,0,2,0
2013,Real Sociedad,La Liga,Chory Castro,URU,"FW,MF",1984,1324,14.7,7,3,7,0,0,3,0
2013,Real Sociedad,La Liga,Gorka Elustondo,ESP,"DF,MF",1987,443,4.9,1,1,1,0,0,2,0
2013,Real Sociedad,La Liga,Dani Estrada,ESP,"DF,MF",1987,982,10.9,0,0,0,0,0,4,1
2013,Real Sociedad,La Liga,Mikel González,ESP,DF,1985,3060,34,2,1,2,0,0,10,0
2013,Real Sociedad,La Liga,Antoine Griezmann,FRA,"FW,MF",1991,2848,31.6,10,3,10,0,0,8,0
2013,Real Sociedad,La Liga,Diego Ifrán,URU,FW,1987,920,10.2,2,3,2,0,0,2,0
2013,Real Sociedad,La Liga,Asier Illarramendi,ESP,MF,1990,2683,29.8,0,5,0,0,0,11,0
2013,Real Sociedad,La Liga,Alberto de la Bella,ESP,DF,1985,3202,35.6,3,2,3,0,0,7,0
2013,Real Sociedad,La Liga,Carlos Martínez,ESP,DF,1986,2583,28.7,1,4,1,0,0,4,0
2013,Real Sociedad,La Liga,Iñigo Martínez,ESP,DF,1991,3060,34,4,0,4,0,0,9,0
2013,Real Sociedad,La Liga,Rubén Pardo,ESP,MF,1992,1095,12.2,0,4,0,0,0,4,0
2013,Real Sociedad,La Liga,Xabi Prieto,ESP,MF,1983,2836,31.5,9,3,6,3,3,2,0
2013,Real Sociedad,La Liga,Javier Ros,ESP,MF,1990,77,0.9,0,0,0,0,0,0,0
2013,Real Sociedad,La Liga,Carlos Vela,MEX,"FW,MF",1989,2689,29.9,14,10,10,4,4,10,0
2013,Real Sociedad,La Liga,Eñaut Zubikarai,ESP,GK,1984,630,7,0,0,0,0,0,0,0
2013,Real Sociedad,La Liga,David Zurutuza,ESP,MF,1986,1151,12.8,2,3,2,0,0,2,0
2013,Reims,Ligue 1,Kossi Agassa,TOG,GK,1978,2925,32.5,0,0,0,0,0,3,0
2013,Reims,Ligue 1,Floyd Ayité,TOG,"FW,MF",1988,1282,14.2,2,1,2,0,0,0,1
2013,Reims,Ligue 1,Bocundji Ca,GNB,MF,1986,1766,19.6,0,1,0,0,0,5,0
2013,Reims,Ligue 1,Gaëtan Courtet,FRA,FW,1989,1996,22.2,9,1,9,0,1,3,0
2013,Reims,Ligue 1,Antoine Devaux,FRA,"DF,MF",1985,2524,28,0,5,0,0,0,1,0
2013,Reims,Ligue 1,Diego,BRA,"DF,MF",1988,2277,25.3,4,1,3,1,2,2,0
2013,Reims,Ligue 1,Nicolas Fauvergue,FRA,FW,1984,1054,11.7,2,0,2,0,0,5,0
2013,Reims,Ligue 1,Mohamed Fofana,MLI,DF,1985,1130,12.6,1,1,1,0,0,1,0
2013,Reims,Ligue 1,Odaïr Fortes,CPV,"FW,MF",1987,1630,18.1,3,1,3,0,0,1,0
2013,Reims,Ligue 1,Kamel Ghilas,ALG,FW,1984,939,10.4,0,0,0,0,1,4,0
2013,Reims,Ligue 1,Florent Ghisolfi,FRA,MF,1985,333,3.7,0,0,0,0,0,3,0
2013,Reims,Ligue 1,Christopher Glombard,FRA,"DF,MF",1989,2058,22.9,1,3,1,0,0,5,1
2013,Reims,Ligue 1,Grzegorz Krychowiak,POL,MF,1990,3060,34,4,0,2,2,2,8,0
2013,Reims,Ligue 1,Johan Liébus,FRA,GK,1978,135,1.5,0,0,0,0,0,0,0
2013,Reims,Ligue 1,Aïssa Mandi,ALG,DF,1991,2461,27.3,2,1,2,0,0,2,1
2013,Reims,Ligue 1,Bilal Ouali,ALG,MF,1993,41,0.5,0,0,0,0,0,0,0
2013,Reims,Ligue 1,Alexi Peuget,FRA,MF,1990,18,0.2,0,0,0,0,0,0,0
2013,Reims,Ligue 1,Johny Placide,HAI,GK,1988,360,4,0,0,0,0,0,0,0
2013,Reims,Ligue 1,Nicolas de Préville,FRA,"FW,MF",1991,468,5.2,1,0,1,0,0,3,0
2013,Reims,Ligue 1,Johann Ramaré,FRA,MF,1984,1497,16.6,0,0,0,0,0,3,0
2013,Reims,Ligue 1,Khalid Sekkat,MAR,"DF,MF",1984,55,0.6,0,0,0,0,0,1,0
2013,Reims,Ligue 1,Franck Signorino,FRA,DF,1981,1808,20.1,0,1,0,0,0,3,0
2013,Reims,Ligue 1,Pape Souaré,SEN,DF,1990,1718,19.1,0,1,0,0,0,4,1
2013,Reims,Ligue 1,Mickaël Tacalfred,GLP,DF,1981,2418,26.9,0,1,0,0,0,5,1
2013,Reims,Ligue 1,Julien Toudic,FRA,FW,1985,352,3.9,0,0,0,0,0,2,0
2013,Reims,Ligue 1,Anthony Weber,FRA,"DF,MF",1987,3074,34.2,1,0,1,0,0,0,1
2013,Rennes,Ligue 1,Romain Alessandrini,FRA,"FW,MF",1989,1565,17.4,10,6,10,0,0,2,0
2013,Rennes,Ligue 1,Onyekachi Apam,NGA,DF,1986,748,8.3,0,0,0,0,0,0,0
2013,Rennes,Ligue 1,Kévin Beauverger,FRA,DF,1993,30,0.3,0,0,0,0,0,0,0
2013,Rennes,Ligue 1,John Boye,GHA,DF,1987,2085,23.2,2,1,2,0,0,6,1
2013,Rennes,Ligue 1,Benoît Costil,FRA,GK,1987,3265,36.3,0,0,0,0,0,0,1
2013,Rennes,Ligue 1,Romain Danzé,FRA,"DF,MF",1986,2427,27,1,1,1,0,0,1,0
2013,Rennes,Ligue 1,Sadio Diallo,GUI,"FW,MF",1990,1709,19,0,0,0,0,0,4,0
2013,Rennes,Ligue 1,Alou Diarra,FRA,MF,1981,748,8.3,0,0,0,0,0,1,0
2013,Rennes,Ligue 1,Abdoulaye Doucouré,MLI,"FW,MF",1993,315,3.5,1,0,1,0,0,0,0
2013,Rennes,Ligue 1,Mevlüt Erdinç,TUR,FW,1987,2315,25.7,10,4,10,0,0,1,1
2013,Rennes,Ligue 1,Cheick Fantamady Diarra,MLI,"FW,MF",1992,592,6.6,1,0,1,0,0,0,1
2013,Rennes,Ligue 1,Julien Féret,FRA,MF,1982,2790,31,11,6,9,2,2,0,0
