essround,idno,agea,eduyrs,eisced,gndr,iscoco,isco08,hinctnt,hinctnta,male,age,age_rec,years_schooling,educ_level,hincome,occup_cat,emplrel,emplno,isco_mainjob,emplrel_r1,emplno_r1,selfem_mainjob,class16_r1,class8_r1,class5_r1,emplrel_r2,emplno_r2,class16_r2,class8_r2,class5_r2,class5_r
4,1495,46,20,7,2,2451,NA,NA,5,female,46,45-64,20,High education,5,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
4,1497,19,14,4,2,66666,NA,NA,88,female,19,<20,14,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1498,32,18,7,1,2421,NA,NA,77,male,32,30-44,18,High education,NA,professionals,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1500,23,16,5,1,3471,NA,NA,77,male,23,20-29,16,High education,NA,technicians,3,66666,-9,3,66666,2,4,2,3,3,66666,NA,NA,NA,Small business owners
4,1501,999,10,1,2,9131,NA,NA,4,female,NA,NA,10,Low education,4,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1502,39,13,4,1,7122,NA,NA,4,male,39,30-44,13,Secondary education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1503,74,8,2,2,9113,NA,NA,1,female,74,>=65,8,Low education,1,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1504,57,20,7,1,2221,NA,NA,8,male,57,45-64,20,High education,8,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
4,1505,15,10,2,2,66666,NA,NA,88,female,15,<20,10,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1506,31,6,4,2,66666,NA,NA,88,female,31,30-44,6,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1508,25,10,2,1,7231,NA,NA,7,male,25,20-29,10,Low education,7,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1509,33,15,5,1,7245,NA,NA,4,male,33,30-44,15,High education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1510,24,20,7,2,5113,NA,NA,8,female,24,20-29,20,High education,8,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1511,47,15,6,1,100,NA,NA,77,male,47,45-64,15,High education,NA,managers,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
4,1514,77,1,1,1,6111,NA,NA,1,male,77,>=65,1,Low education,1,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1515,24,13,2,1,7122,NA,NA,9,male,24,20-29,13,Low education,9,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1516,54,8,1,2,66666,NA,NA,5,female,54,45-64,8,Low education,5,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1517,47,18,7,1,2221,NA,NA,4,male,47,45-64,18,High education,4,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
4,1518,54,7,1,2,6112,NA,NA,2,female,54,45-64,7,Low education,2,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1519,22,10,2,1,9132,NA,NA,4,male,22,20-29,10,Low education,4,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1521,17,12,2,2,66666,NA,NA,88,female,17,<20,12,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1522,39,22,7,1,2144,NA,NA,9,male,39,30-44,22,High education,9,professionals,1,66666,-9,1,66666,1,5,3,1,1,66666,NA,NA,NA,Higher-grade service class
4,1523,61,15,6,1,4121,NA,NA,10,male,61,45-64,15,High education,10,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1526,60,8,1,2,66666,NA,NA,3,female,60,45-64,8,Low education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1527,44,13,4,2,4190,NA,NA,77,female,44,30-44,13,Secondary education,NA,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1528,26,12,2,1,6121,NA,NA,77,male,26,20-29,12,Low education,NA,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1529,39,10,2,2,5220,NA,NA,6,female,39,30-44,10,Low education,6,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1531,70,6,1,2,66666,NA,NA,77,female,70,>=65,6,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1532,43,10,2,2,5141,NA,NA,77,female,43,30-44,10,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1533,29,20,7,2,5220,NA,NA,5,female,29,20-29,20,High education,5,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1534,31,18,7,1,2320,NA,NA,5,male,31,30-44,18,High education,5,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
4,1535,60,10,1,2,9330,NA,NA,4,female,60,45-64,10,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1536,44,10,2,2,5141,NA,NA,77,female,44,30-44,10,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1537,27,11,2,2,8334,NA,NA,8,female,27,20-29,11,Low education,8,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1539,32,16,5,2,1315,NA,NA,77,female,32,30-44,16,High education,NA,managers,2,7,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1540,45,14,3,2,4211,NA,NA,5,female,45,45-64,14,Secondary education,5,clerical,1,66666,-9,1,66666,1,12,6,5,1,66666,NA,NA,NA,Unskilled workers
4,1542,23,14,4,2,5220,NA,NA,3,female,23,20-29,14,Secondary education,3,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1543,75,4,1,2,66666,NA,NA,2,female,75,>=65,4,Low education,2,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1544,88,6,1,2,9320,NA,NA,88,female,88,>=65,6,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1545,42,10,2,2,1315,NA,NA,5,female,42,30-44,10,Low education,5,managers,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1547,22,12,5,2,5141,NA,NA,4,female,22,20-29,12,High education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1548,82,4,1,1,7134,NA,NA,1,male,82,>=65,4,Low education,1,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1549,28,12,2,2,4211,NA,NA,77,female,28,20-29,12,Low education,NA,clerical,1,66666,-9,1,66666,1,12,6,5,1,66666,NA,NA,NA,Unskilled workers
4,1552,36,10,1,2,5122,NA,NA,77,female,36,30-44,10,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1553,31,20,7,2,4121,NA,NA,6,female,31,30-44,20,High education,6,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1554,49,6,1,2,66666,NA,NA,77,female,49,45-64,6,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1555,19,12,2,1,66666,NA,NA,88,male,19,<20,12,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1556,42,24,6,1,1314,NA,NA,77,male,42,30-44,24,High education,NA,managers,2,25,-9,2,2,4,1,1,1,2,2,1,1,1,Higher-grade service class
4,1557,52,11,2,2,4223,NA,NA,1,female,52,45-64,11,Low education,1,clerical,1,66666,-9,1,66666,1,12,6,5,1,66666,NA,NA,NA,Unskilled workers
4,1558,33,7,1,2,5220,NA,NA,5,female,33,30-44,7,Low education,5,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1559,41,10,2,2,4190,NA,NA,77,female,41,30-44,10,Low education,NA,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1560,48,13,5,1,5123,NA,NA,8,male,48,45-64,13,High education,8,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1561,64,77,2,1,5220,NA,NA,5,male,64,45-64,NA,Low education,5,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1562,55,12,2,2,5220,NA,NA,77,female,55,45-64,12,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1564,23,14,5,1,1314,NA,NA,4,male,23,20-29,14,High education,4,managers,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1565,48,10,2,1,7122,NA,NA,2,male,48,45-64,10,Low education,2,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1566,37,18,7,2,4132,NA,NA,7,female,37,30-44,18,High education,7,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1567,50,10,2,1,4121,NA,NA,7,male,50,45-64,10,Low education,7,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1569,39,5,1,1,5220,NA,NA,6,male,39,30-44,5,Low education,6,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1571,28,12,2,2,5141,NA,NA,88,female,28,20-29,12,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1573,43,8,1,1,7122,NA,NA,4,male,43,30-44,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1574,28,12,2,2,5220,NA,NA,88,female,28,20-29,12,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1576,42,14,5,1,4121,NA,NA,4,male,42,30-44,14,High education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1577,62,11,2,2,6129,NA,NA,3,female,62,45-64,11,Low education,3,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1578,44,13,3,2,5132,NA,NA,3,female,44,30-44,13,Secondary education,3,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1579,34,16,7,1,1232,NA,NA,10,male,34,30-44,16,High education,10,managers,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1580,68,8,1,2,66666,NA,NA,6,female,68,>=65,8,Low education,6,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1583,67,8,1,2,4121,NA,NA,2,female,67,>=65,8,Low education,2,clerical,3,66666,-9,3,66666,2,4,2,3,3,66666,NA,NA,NA,Small business owners
4,1584,37,21,7,1,5220,NA,NA,8,male,37,30-44,21,High education,8,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1585,62,6,1,1,8324,NA,NA,77,male,62,45-64,6,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1587,36,10,1,1,6112,NA,NA,77,male,36,30-44,10,Low education,NA,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1589,32,7,1,2,9132,NA,NA,3,female,32,30-44,7,Low education,3,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1590,57,2,1,2,5220,NA,NA,88,female,57,45-64,2,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1591,51,18,7,1,4121,NA,NA,77,male,51,45-64,18,High education,NA,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1593,51,20,7,2,9152,NA,NA,77,female,51,45-64,20,High education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1594,41,16,3,2,9132,NA,NA,8,female,41,30-44,16,Secondary education,8,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1595,76,25,7,1,100,NA,NA,77,male,76,>=65,25,High education,NA,managers,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
4,1596,27,77,4,2,9132,NA,NA,88,female,27,20-29,NA,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1597,35,17,7,2,5220,NA,NA,4,female,35,30-44,17,High education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1598,49,16,6,1,4122,NA,NA,7,male,49,45-64,16,High education,7,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1601,54,13,2,1,3415,NA,NA,88,male,54,45-64,13,Low education,NA,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1603,43,8,2,2,1314,NA,NA,88,female,43,30-44,8,Low education,NA,managers,2,1,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1604,68,8,1,2,66666,NA,NA,4,female,68,>=65,8,Low education,4,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1605,33,9,2,2,9330,NA,NA,1,female,33,30-44,9,Low education,1,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1606,62,15,6,2,3320,NA,NA,77,female,62,45-64,15,High education,NA,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1608,36,10,1,2,8264,NA,NA,4,female,36,30-44,10,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1611,61,15,6,2,3320,NA,NA,6,female,61,45-64,15,High education,6,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1612,36,10,1,1,1223,NA,NA,7,male,36,30-44,10,Low education,7,managers,2,10,-9,2,2,4,1,1,1,2,2,1,1,1,Higher-grade service class
4,1615,74,1,1,1,7122,NA,NA,1,male,74,>=65,1,Low education,1,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1617,24,20,7,2,5169,NA,NA,10,female,24,20-29,20,High education,10,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1618,74,8,1,2,66666,NA,NA,2,female,74,>=65,8,Low education,2,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1619,50,8,2,2,5141,NA,NA,77,female,50,45-64,8,Low education,NA,service,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1620,37,7,1,1,8324,NA,NA,88,male,37,30-44,7,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1621,79,2,1,1,6111,NA,NA,3,male,79,>=65,2,Low education,3,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1622,69,4,1,2,66666,NA,NA,1,female,69,>=65,4,Low education,1,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1623,79,14,4,1,4121,NA,NA,77,male,79,>=65,14,Secondary education,NA,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1625,82,0,1,2,66666,NA,NA,4,female,82,>=65,0,Low education,4,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1626,34,14,3,1,8333,NA,NA,77,male,34,30-44,14,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1627,64,16,4,2,4115,NA,NA,5,female,64,45-64,16,Secondary education,5,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1629,28,16,5,1,3121,NA,NA,9,male,28,20-29,16,High education,9,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1630,78,3,1,2,7436,NA,NA,77,female,78,>=65,3,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1631,30,18,6,2,4121,NA,NA,4,female,30,30-44,18,High education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1632,34,6,1,1,1314,NA,NA,10,male,34,30-44,6,Low education,10,managers,2,13,-9,2,2,4,1,1,1,2,2,1,1,1,Higher-grade service class
4,1633,62,15,4,2,3431,NA,NA,7,female,62,45-64,15,Secondary education,7,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1634,54,10,2,1,1312,NA,NA,5,male,54,45-64,10,Low education,5,managers,2,88888,-9,2,88888,NA,NA,NA,NA,2,88888,NA,NA,NA,NA
4,1636,29,10,2,1,7231,NA,NA,88,male,29,20-29,10,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1637,38,20,6,2,1317,NA,NA,88,female,38,30-44,20,High education,NA,managers,2,4,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1638,35,6,1,1,6112,NA,NA,2,male,35,30-44,6,Low education,2,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1639,68,8,1,1,8290,NA,NA,3,male,68,>=65,8,Low education,3,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1640,21,13,4,2,5220,NA,NA,9,female,21,20-29,13,Secondary education,9,service,8,66666,-9,8,66666,NA,NA,NA,NA,8,66666,NA,NA,NA,NA
4,1643,71,5,1,2,66666,NA,NA,3,female,71,>=65,5,Low education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1645,52,15,5,2,5132,NA,NA,88,female,52,45-64,15,High education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1648,47,10,2,2,5122,NA,NA,9,female,47,45-64,10,Low education,9,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1650,48,8,1,2,5122,NA,NA,7,female,48,45-64,8,Low education,7,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1651,19,12,5,1,7137,NA,NA,88,male,19,<20,12,High education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1653,43,9,2,1,9141,NA,NA,77,male,43,30-44,9,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1656,53,9,1,2,5220,NA,NA,3,female,53,45-64,9,Low education,3,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1658,37,10,2,2,66666,NA,NA,88,female,37,30-44,10,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1661,29,12,2,1,9132,NA,NA,5,male,29,20-29,12,Low education,5,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1663,29,16,7,2,4122,NA,NA,4,female,29,20-29,16,High education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1665,68,9,2,2,9131,NA,NA,88,female,68,>=65,9,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1667,21,15,4,2,66666,NA,NA,3,female,21,20-29,15,Secondary education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1668,38,16,6,1,8324,NA,NA,4,male,38,30-44,16,High education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1669,30,24,7,1,1210,NA,NA,88,male,30,30-44,24,High education,NA,managers,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1673,52,25,7,1,3152,NA,NA,9,male,52,45-64,25,High education,9,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1674,57,10,1,2,66666,NA,NA,3,female,57,45-64,10,Low education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1675,53,7,1,2,5122,NA,NA,88,female,53,45-64,7,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1676,31,24,7,1,2310,NA,NA,77,male,31,30-44,24,High education,NA,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
4,1677,40,8,2,1,6121,NA,NA,5,male,40,30-44,8,Low education,5,agricultural,2,2,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1679,25,12,4,1,77777,NA,NA,5,male,25,20-29,12,Secondary education,5,NA,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
4,1682,87,0,1,2,9131,NA,NA,2,female,87,>=65,0,Low education,2,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1685,54,8,1,2,9132,NA,NA,77,female,54,45-64,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1688,74,6,1,2,66666,NA,NA,77,female,74,>=65,6,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1691,22,5,1,1,7122,NA,NA,88,male,22,20-29,5,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1693,38,12,5,2,1318,NA,NA,4,female,38,30-44,12,High education,4,managers,2,1,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1694,45,11,3,2,4121,NA,NA,8,female,45,45-64,11,Secondary education,8,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1695,52,12,2,2,66666,NA,NA,4,female,52,45-64,12,Low education,4,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1696,69,12,4,2,4212,NA,NA,4,female,69,>=65,12,Secondary education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1697,82,4,1,1,8322,NA,NA,1,male,82,>=65,4,Low education,1,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1698,22,12,4,2,3475,NA,NA,8,female,22,20-29,12,Secondary education,8,technicians,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1699,46,11,2,2,7124,NA,NA,5,female,46,45-64,11,Low education,5,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1700,52,11,2,2,1315,NA,NA,77,female,52,45-64,11,Low education,NA,managers,2,2,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1701,27,12,2,1,9313,NA,NA,10,male,27,20-29,12,Low education,10,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1702,40,12,4,2,5122,NA,NA,77,female,40,30-44,12,Secondary education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1703,27,6,1,1,7122,NA,NA,9,male,27,20-29,6,Low education,9,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1704,33,8,2,1,7212,NA,NA,8,male,33,30-44,8,Low education,8,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1705,32,13,5,1,5132,NA,NA,3,male,32,30-44,13,High education,3,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1706,75,88,1,2,66666,NA,NA,3,female,75,>=65,NA,Low education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1707,28,17,6,2,3432,NA,NA,88,female,28,20-29,17,High education,NA,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1708,45,11,4,2,5220,NA,NA,4,female,45,45-64,11,Secondary education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1710,35,12,4,2,3471,NA,NA,6,female,35,30-44,12,Secondary education,6,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1712,70,4,1,2,9131,NA,NA,1,female,70,>=65,4,Low education,1,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1713,56,6,1,2,9132,NA,NA,8,female,56,45-64,6,Low education,8,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1714,44,11,2,1,6111,NA,NA,5,male,44,30-44,11,Low education,5,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1715,54,11,2,1,6121,NA,NA,77,male,54,45-64,11,Low education,NA,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1716,39,17,7,1,2320,NA,NA,77,male,39,30-44,17,High education,NA,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
4,1717,41,22,7,2,2310,NA,NA,6,female,41,30-44,22,High education,6,professionals,1,66666,-9,1,66666,1,13,7,1,1,66666,NA,NA,NA,Higher-grade service class
4,1718,25,14,4,2,5123,NA,NA,7,female,25,20-29,14,Secondary education,7,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1720,83,5,1,1,6151,NA,NA,4,male,83,>=65,5,Low education,4,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1721,72,2,1,2,66666,NA,NA,3,female,72,>=65,2,Low education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
