essround,idno,agea,eduyrs,eisced,gndr,iscoco,isco08,hinctnt,hinctnta,male,age,age_rec,years_schooling,educ_level,hincome,occup_cat,emplrel,emplno,isco_mainjob,emplrel_r1,emplno_r1,selfem_mainjob,class16_r1,class8_r1,class5_r1,emplrel_r2,emplno_r2,class16_r2,class8_r2,class5_r2,class5_r
4,1244,15,11,2,1,66666,NA,NA,88,male,15,<20,11,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1245,75,5,1,2,6111,NA,NA,77,female,75,>=65,5,Low education,NA,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1246,35,8,2,1,6121,NA,NA,3,male,35,30-44,8,Low education,3,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1247,60,9,1,2,66666,NA,NA,88,female,60,45-64,9,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1248,21,16,7,2,66666,NA,NA,10,female,21,20-29,16,High education,10,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1251,22,3,1,1,9211,NA,NA,6,male,22,20-29,3,Low education,6,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1252,73,6,1,1,7122,NA,NA,3,male,73,>=65,6,Low education,3,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1253,44,8,1,2,5122,NA,NA,3,female,44,30-44,8,Low education,3,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1254,30,13,4,1,9330,NA,NA,9,male,30,30-44,13,Secondary education,9,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1256,23,14,4,2,5123,NA,NA,77,female,23,20-29,14,Secondary education,NA,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1257,62,7,2,2,66666,NA,NA,1,female,62,45-64,7,Low education,1,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1259,26,8,2,1,7133,NA,NA,88,male,26,20-29,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1261,60,8,1,2,9132,NA,NA,9,female,60,45-64,8,Low education,9,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1263,57,10,2,2,9320,NA,NA,77,female,57,45-64,10,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1264,46,8,2,1,7135,NA,NA,4,male,46,45-64,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1266,60,8,2,2,66666,NA,NA,3,female,60,45-64,8,Low education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1267,77,0,1,1,8290,NA,NA,88,male,77,>=65,0,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1268,55,11,4,1,1315,NA,NA,5,male,55,45-64,11,Secondary education,5,managers,2,2,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1269,28,14,5,1,1232,NA,NA,8,male,28,20-29,14,High education,8,managers,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1270,46,11,2,1,7122,NA,NA,77,male,46,45-64,11,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1271,37,13,5,2,3340,NA,NA,77,female,37,30-44,13,High education,NA,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1272,45,8,2,2,4211,NA,NA,4,female,45,45-64,8,Low education,4,clerical,1,66666,-9,1,66666,1,12,6,5,1,66666,NA,NA,NA,Unskilled workers
4,1274,36,11,2,2,5220,NA,NA,77,female,36,30-44,11,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1275,56,8,1,2,4190,NA,NA,77,female,56,45-64,8,Low education,NA,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1276,36,20,7,2,2139,NA,NA,7,female,36,30-44,20,High education,7,professionals,1,66666,-9,1,66666,1,5,3,1,1,66666,NA,NA,NA,Higher-grade service class
4,1278,22,12,4,2,66666,NA,NA,77,female,22,20-29,12,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1279,40,12,4,1,3415,NA,NA,8,male,40,30-44,12,Secondary education,8,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1280,28,13,4,2,9211,NA,NA,3,female,28,20-29,13,Secondary education,3,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1283,86,4,1,2,66666,NA,NA,1,female,86,>=65,4,Low education,1,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1284,57,8,1,2,9320,NA,NA,77,female,57,45-64,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1285,55,5,1,2,9131,NA,NA,10,female,55,45-64,5,Low education,10,blue-collar,7,66666,-9,7,66666,NA,NA,NA,NA,7,66666,NA,NA,NA,NA
4,1286,74,0,1,1,8232,NA,NA,2,male,74,>=65,0,Low education,2,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1289,66,6,1,2,66666,NA,NA,5,female,66,>=65,6,Low education,5,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1291,36,12,3,1,3415,NA,NA,4,male,36,30-44,12,Secondary education,4,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1292,73,10,1,2,66666,NA,NA,4,female,73,>=65,10,Low education,4,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1293,19,12,4,2,5123,NA,NA,2,female,19,<20,12,Secondary education,2,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1294,39,19,7,1,3121,NA,NA,9,male,39,30-44,19,High education,9,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1296,74,0,1,2,9132,NA,NA,77,female,74,>=65,0,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1298,16,13,2,2,66666,NA,NA,8,female,16,<20,13,Low education,8,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1299,46,23,6,1,1235,NA,NA,88,male,46,45-64,23,High education,NA,managers,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1301,49,10,2,2,1222,NA,NA,88,female,49,45-64,10,Low education,NA,managers,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1302,29,20,6,2,3231,NA,NA,5,female,29,20-29,20,High education,5,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1303,70,88,1,1,7122,NA,NA,1,male,70,>=65,NA,Low education,1,blue-collar,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1305,58,11,1,1,5162,NA,NA,77,male,58,45-64,11,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1306,63,2,1,1,3114,NA,NA,4,male,63,45-64,2,Low education,4,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1309,32,16,6,2,3310,NA,NA,8,female,32,30-44,16,High education,8,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1311,19,13,4,2,66666,NA,NA,77,female,19,<20,13,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1315,65,23,7,1,1315,NA,NA,3,male,65,>=65,23,High education,3,managers,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1319,40,12,2,1,8264,NA,NA,4,male,40,30-44,12,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1321,32,19,7,2,4121,NA,NA,77,female,32,30-44,19,High education,NA,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1322,17,15,4,1,66666,NA,NA,88,male,17,<20,15,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1323,61,9,2,1,4115,NA,NA,7,male,61,45-64,9,Low education,7,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1324,31,12,4,1,9131,NA,NA,77,male,31,30-44,12,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1326,16,11,2,2,66666,NA,NA,77,female,16,<20,11,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1327,51,4,1,2,7436,NA,NA,5,female,51,45-64,4,Low education,5,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1328,58,8,1,2,1314,NA,NA,7,female,58,45-64,8,Low education,7,managers,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1329,23,18,5,1,3122,NA,NA,9,male,23,20-29,18,High education,9,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1333,92,18,6,1,3310,NA,NA,3,male,92,>=65,18,High education,3,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1334,51,12,4,2,1110,NA,NA,77,female,51,45-64,12,Secondary education,NA,managers,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1335,21,12,4,1,5123,NA,NA,7,male,21,20-29,12,Secondary education,7,service,2,5,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1336,33,11,3,1,2412,NA,NA,7,male,33,30-44,11,Secondary education,7,professionals,1,66666,-9,1,66666,1,9,5,1,1,66666,NA,NA,NA,Higher-grade service class
4,1337,32,15,5,2,9131,NA,NA,2,female,32,30-44,15,High education,2,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1338,34,14,3,2,5220,NA,NA,77,female,34,30-44,14,Secondary education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1339,61,24,7,1,3431,NA,NA,77,male,61,45-64,24,High education,NA,technicians,1,66666,-9,1,66666,1,10,5,2,1,66666,NA,NA,NA,Lower-grade service class
4,1340,81,7,1,1,6130,NA,NA,2,male,81,>=65,7,Low education,2,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1341,21,16,4,2,66666,NA,NA,88,female,21,20-29,16,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1342,47,8,1,2,9132,NA,NA,77,female,47,45-64,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1344,51,15,6,2,1314,NA,NA,88,female,51,45-64,15,High education,NA,managers,2,1,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1346,50,8,2,2,66666,NA,NA,5,female,50,45-64,8,Low education,5,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1348,22,11,2,1,9312,NA,NA,2,male,22,20-29,11,Low education,2,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1349,65,8,1,1,9151,NA,NA,3,male,65,>=65,8,Low education,3,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1350,67,3,1,2,8269,NA,NA,3,female,67,>=65,3,Low education,3,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1351,41,11,3,2,4121,NA,NA,4,female,41,30-44,11,Secondary education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1355,38,6,1,1,7122,NA,NA,2,male,38,30-44,6,Low education,2,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1356,72,8,1,2,1314,NA,NA,5,female,72,>=65,8,Low education,5,managers,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1360,73,8,1,2,66666,NA,NA,77,female,73,>=65,8,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1361,39,10,2,1,9162,NA,NA,9,male,39,30-44,10,Low education,9,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1362,47,18,7,2,5132,NA,NA,6,female,47,45-64,18,High education,6,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1363,63,7,1,1,1315,NA,NA,88,male,63,45-64,7,Low education,NA,managers,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1365,53,8,2,1,8281,NA,NA,88,male,53,45-64,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1367,47,12,3,1,9152,NA,NA,77,male,47,45-64,12,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1368,36,25,7,2,4121,NA,NA,3,female,36,30-44,25,High education,3,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1369,33,8,2,1,7122,NA,NA,88,male,33,30-44,8,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1370,30,16,5,1,3133,NA,NA,77,male,30,30-44,16,High education,NA,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1373,24,10,2,2,5220,NA,NA,88,female,24,20-29,10,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1374,45,10,2,2,7432,NA,NA,6,female,45,45-64,10,Low education,6,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1375,75,8,1,1,6111,NA,NA,2,male,75,>=65,8,Low education,2,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1377,70,3,1,1,6111,NA,NA,77,male,70,>=65,3,Low education,NA,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1378,24,10,2,1,7136,NA,NA,77,male,24,20-29,10,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1379,47,16,5,1,1315,NA,NA,6,male,47,45-64,16,High education,6,managers,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1381,87,8,1,2,9320,NA,NA,1,female,87,>=65,8,Low education,1,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1382,46,8,1,2,66666,NA,NA,77,female,46,45-64,8,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1383,25,12,2,2,5141,NA,NA,3,female,25,20-29,12,Low education,3,service,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1384,87,5,1,1,6111,NA,NA,2,male,87,>=65,5,Low education,2,agricultural,3,66666,-9,3,66666,2,4,2,3,3,66666,NA,NA,NA,Small business owners
4,1385,70,12,5,2,5111,NA,NA,1,female,70,>=65,12,High education,1,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1386,67,6,1,1,7136,NA,NA,2,male,67,>=65,6,Low education,2,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1388,41,17,6,2,3231,NA,NA,7,female,41,30-44,17,High education,7,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1390,34,17,6,1,3122,NA,NA,5,male,34,30-44,17,High education,5,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1392,25,11,2,2,5220,NA,NA,4,female,25,20-29,11,Low education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1394,27,12,4,1,4121,NA,NA,3,male,27,20-29,12,Secondary education,3,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1395,38,12,3,2,7435,NA,NA,4,female,38,30-44,12,Secondary education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1396,35,16,4,1,77777,NA,NA,88,male,35,30-44,16,Secondary education,NA,NA,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
4,1397,29,18,6,2,3310,NA,NA,77,female,29,20-29,18,High education,NA,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
4,1399,16,11,2,2,66666,NA,NA,5,female,16,<20,11,Low education,5,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1400,44,14,4,2,5132,NA,NA,4,female,44,30-44,14,Secondary education,4,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1402,34,13,3,1,7442,NA,NA,77,male,34,30-44,13,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1403,73,6,1,2,8262,NA,NA,2,female,73,>=65,6,Low education,2,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1408,17,10,2,2,66666,NA,NA,7,female,17,<20,10,Low education,7,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1409,38,15,4,1,7122,NA,NA,5,male,38,30-44,15,Secondary education,5,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1412,26,18,4,2,66666,NA,NA,77,female,26,20-29,18,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1413,62,0,1,2,9131,NA,NA,5,female,62,45-64,0,Low education,5,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1414,35,9,2,1,7233,NA,NA,6,male,35,30-44,9,Low education,6,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1416,60,4,1,2,66666,NA,NA,1,female,60,45-64,4,Low education,1,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1417,47,8,2,2,5131,NA,NA,77,female,47,45-64,8,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1419,49,12,4,1,4121,NA,NA,4,male,49,45-64,12,Secondary education,4,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1420,55,12,3,1,8211,NA,NA,7,male,55,45-64,12,Secondary education,7,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1421,32,8,2,1,9312,NA,NA,4,male,32,30-44,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1422,52,6,2,2,5122,NA,NA,3,female,52,45-64,6,Low education,3,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1423,65,6,1,2,8263,NA,NA,5,female,65,>=65,6,Low education,5,blue-collar,1,66666,-9,1,66666,1,8,4,5,1,66666,NA,NA,NA,Unskilled workers
4,1424,62,10,1,1,7136,NA,NA,8,male,62,45-64,10,Low education,8,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1427,44,10,1,1,7141,NA,NA,4,male,44,30-44,10,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1429,74,10,2,1,7136,NA,NA,4,male,74,>=65,10,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1431,35,15,5,2,99999,NA,NA,88,female,35,30-44,15,High education,NA,NA,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
4,1433,18,12,4,1,66666,NA,NA,77,male,18,<20,12,Secondary education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1434,86,6,1,2,66666,NA,NA,2,female,86,>=65,6,Low education,2,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1437,24,14,5,1,3114,NA,NA,7,male,24,20-29,14,High education,7,technicians,1,66666,-9,1,66666,1,6,3,2,1,66666,NA,NA,NA,Lower-grade service class
4,1438,51,10,2,2,1315,NA,NA,88,female,51,45-64,10,Low education,NA,managers,2,4,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1439,38,16,5,2,4121,NA,NA,7,female,38,30-44,16,High education,7,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1445,36,5,1,2,66666,NA,NA,3,female,36,30-44,5,Low education,3,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1446,34,12,4,2,5123,NA,NA,7,female,34,30-44,12,Secondary education,7,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1447,43,9,2,2,5123,NA,NA,3,female,43,30-44,9,Low education,3,service,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1449,60,10,2,2,66666,NA,NA,77,female,60,45-64,10,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1450,84,6,1,2,6111,NA,NA,77,female,84,>=65,6,Low education,NA,agricultural,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1455,61,77,77,1,77777,NA,NA,77,male,61,45-64,NA,NA,NA,NA,1,66666,-9,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
4,1456,43,17,6,2,1317,NA,NA,8,female,43,30-44,17,High education,8,managers,2,3,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1458,53,8,2,1,8324,NA,NA,4,male,53,45-64,8,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1459,36,15,4,2,9113,NA,NA,77,female,36,30-44,15,Secondary education,NA,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1460,45,18,7,1,2141,NA,NA,77,male,45,45-64,18,High education,NA,professionals,2,0,-9,2,0,2,2,1,1,2,0,NA,NA,NA,Higher-grade service class
4,1461,84,7,1,1,7212,NA,NA,4,male,84,>=65,7,Low education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1462,51,9,2,2,4121,NA,NA,9,female,51,45-64,9,Low education,9,clerical,1,66666,-9,1,66666,1,11,6,4,1,66666,NA,NA,NA,Skilled workers
4,1463,62,8,1,2,66666,NA,NA,6,female,62,45-64,8,Low education,6,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1464,58,8,1,1,66666,NA,NA,1,male,58,45-64,8,Low education,1,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1466,29,19,7,1,2131,NA,NA,88,male,29,20-29,19,High education,NA,professionals,1,66666,-9,1,66666,1,5,3,1,1,66666,NA,NA,NA,Higher-grade service class
4,1467,78,6,1,2,9131,NA,NA,1,female,78,>=65,6,Low education,1,blue-collar,1,66666,-9,1,66666,1,16,8,5,1,66666,NA,NA,NA,Unskilled workers
4,1468,83,11,1,1,5169,NA,NA,77,male,83,>=65,11,Low education,NA,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1469,21,9,1,1,7231,NA,NA,88,male,21,20-29,9,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1470,77,8,1,1,6111,NA,NA,1,male,77,>=65,8,Low education,1,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1472,16,13,2,2,66666,NA,NA,88,female,16,<20,13,Low education,NA,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1473,34,6,1,1,7137,NA,NA,88,male,34,30-44,6,Low education,NA,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1474,81,3,1,2,9131,NA,NA,77,female,81,>=65,3,Low education,NA,blue-collar,7,66666,-9,7,66666,NA,NA,NA,NA,7,66666,NA,NA,NA,NA
4,1477,20,10,3,1,7231,NA,NA,7,male,20,20-29,10,Secondary education,7,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1478,63,8,1,1,1315,NA,NA,4,male,63,45-64,8,Low education,4,managers,2,3,-9,2,1,3,3,2,3,2,1,NA,NA,NA,Small business owners
4,1480,18,13,4,1,66666,NA,NA,6,male,18,<20,13,Secondary education,6,NA,6,66666,-9,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
4,1481,38,14,5,1,8324,NA,NA,4,male,38,30-44,14,High education,4,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1482,59,3,1,2,7436,NA,NA,3,female,59,45-64,3,Low education,3,blue-collar,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1484,85,0,1,1,6141,NA,NA,3,male,85,>=65,0,Low education,3,agricultural,1,66666,-9,1,66666,1,7,4,4,1,66666,NA,NA,NA,Skilled workers
4,1486,30,13,4,2,5162,NA,NA,10,female,30,30-44,13,Secondary education,10,service,1,66666,-9,1,66666,1,15,8,4,1,66666,NA,NA,NA,Skilled workers
4,1487,49,20,7,1,1314,NA,NA,77,male,49,45-64,20,High education,NA,managers,2,0,-9,2,0,2,4,2,3,2,0,NA,NA,NA,Small business owners
4,1489,35,19,6,2,3231,NA,NA,7,female,35,30-44,19,High education,7,technicians,1,66666,-9,1,66666,1,14,7,2,1,66666,NA,NA,NA,Lower-grade service class
